LineCode,LineText,OriginalText,Comment,Speaker,StoryNode
ITrash,Stück Müll,Piece of Trash,Item name singular.,,
ISTrash,mehrere Stücke Müll,Pieces of Trash,Item name plural.,,
IDTrash,Müll der achtlos zurückgelassen wurde...,A piece of garbage carelessly left behind...,Item description.,,
ITreasureMap,Schatzkarte,Treasure Map,Item name singular.,,
ISTreasureMap,Schatzkarten,Treasure Maps,Item name plural.,,
IDTreasureMap,"Es sind mehr eine Reihe
von Rätseln als Karten...","It's less of a map and more of
a bunch of riddles...",Item description.,,
IWalkieTalkie,Funkgerät,Walkie Talkie,Item name singular.,,
ISWalkieTalkie,Funkgeräte,Walkie Talkies,Item name plural.,,
IDWalkieTalkie,"Ein alter Vorläufer der Handys.
Benutze es um Avery zu kontaktieren!","An ancient incarnation of the cellphone.
Use this to contact Avery!",Item description.,,
IWatch,Armbanduhr,Wristwatch,Item name singular.,,
ISWatch,Armbanduhren,Wristwatches,Item name plural.,,
IDWatch,"Sie hat ein digitales und ein analoges Display und
auf der Rückseite steht eine Telefonnummer.","It's got a digital and analog display, and
has a phone number written on the back.",Item description.,,
FBluegillFish,[[M]]Blauer Sonnenbarsch,Bluegill,Fish name.,,
FIBluegillFish,"Ich hätte fast einen davon
in der kleinen Bucht am südlichen
Ende der Insel gefangen.","I almost caught one of these
in the little bay on the south
end of the island.","Hint to where the fish is located, written by the fisherman.",,
FBrookTroutFish,[[F]]Bachforelle,Brook Trout,,,
FIBrookTroutFish,Oft zu sehen in tiefblauem oder kaltem Wasser.,Often seen in deep blue or cold waters.,,,
FBurbotFish,[[F]]Quappe,Burbot,,,
FIBurbotFish,"Sie lassen sich nie nieder und bevorzugen es
in rauschenden Stromschnellen zu leben.","They never settle down and prefer
to live within the rushing rapids.",,,
FCarpFish,[[M]]Flusskarpfen,Common Carp,,,
FICarpFish,Er bevorzugt ruhige Flüsse oder tiefblaue Riffe.,They prefer calm rivers or deep blue reefs.,,,
FCatfishFish,[[M]]Wels,Catfish,,,
FICatfishFish,Lebt nur in fließenden Gewässern.,Only live in moving waters.,,,
FChinookSalmonFish,[[M]]Lachs,Salmon,,,
FIChinookSalmonFish,"Ich habe sie nur am unteren
Ende von Flusswasserfällen gesehen.","I've only seen them near the
bottom of river waterfalls.",,,
FCrayfishFish,[[M]]Flusskrebs,Crayfish,,,
FICrayfishFish,"Diese kleinen Jungs leben
in kleinen Gewässern.","These little guys live
in little waters.",,,
FNorthernPikeFish,[[M]]Hecht,Northern Pike,,,
FINorthernPikeFish,"Bill fängt die immer.
Er kennt einen guten Platz dafür.","Bill is always catching these.
He knows a good spot for them.",,,
FPumpkinSeedFish,[[M]]Kürbiskernbarsch,Pumpkinseed Fish,,,
FIPumpkinSeedFish,"Ich habe sie nur in dem
kleinen Teich mit den Lilien gesehen.","I've only seen them in that
little pond with the lilies.",,,
FRainbowTroutFish,[[F]]Regenbogenforelle,Rainbow Trout,,,
FIRainbowTroutFish,"Gewöhnlich zu finden
in tiefblauem Wasser.","Usually found in
deep blue waters.",,,
FSpottedBrookTroutFish,[[F]]Gefleckte Bachforelle,Spotted Brook Trout,,,
FISpottedBrookTroutFish,"Normalerweise seh' ich sie im schattigen
blauen Wasser, aber sie sind nicht
schwer zu finden.","I usually see 'em in the shady
blue waters, but they're not
hard to find.",,,
FWhiteBassFish,[[M]]Weißbarsch,White Bass,,,
FIWhiteBassFish,"Ich habe mir eine Erkältung geholt, als ich
das letzte Mal nach ihm gesucht habe.","I came down with a cold the last
time I went looking for them.",,,
FWhitePerchFish,[[M]]Weißer Flussbarsch,White Perch,,,
FIWhitePerchFish,"Bekannt darin ruhiges Flusswasser
zu bevorzugen.","Known to prefer
calm river waters.",,,
FYellowPerchFish,[[M]]Gelbbarsch,Yellow Perch,,,
FIYellowPerchFish,"Gewöhnlich gesehen in verkrautetem
Wasser am Meteorsee.","Usually seen in weedy
waters in Meteor Lake.",,,
AAllFeathers,Federn für immer,Feathers Forever,Achievement Name,,
ADAllFeathers,Finde jede Feder.,Find every feather.,"Achievement Description
You might have to insert newlines if it doesn't fit into the in-game achievements menu.",,
AAllFish,Die Fische beißen heute aber an,The Fish Are Biting Today,,,
ADAllFish,Handle mit jeder Fischart.,Trade every species of fish.,,,
AAllRaces,Parkour Meister,Parkour Master,,,
ADAllRaces,Schließe alle Parkour-Rennen ab.,Beat each parkour race once.,,,
AAteToast,Knusprig,Crispy,,,
ADAteToast,Ess' ein Stückchen Toast.,Eat a piece of toast.,,,
ABeachstickballChamp,Vergesse niemals diesen Tag,Remember This Day Forever,,,
ADBeachstickballChamp,Hol' dir die Gedenkkappe.,Get the commemorative hat.,,,
AFinishedGame,Das Ende,The End,,,
ADFinishedGame,Mach' ein schönes Nickerchen.,Take a nice long nap.,,,
AReachedSummit,Falkenspitze,Hawk Peak,,,
ADReachedSummit,Erreiche den Gipfel des Berges.,Reach the top of the mountain.,,,
ATenFeathers,Federfinder,Feather Finder,,,
ADTenFeathers,Sammle 10 goldene Federn.,Collect 10 golden feathers.,,,
a short hike,Eine kurze Wanderung,a short hike,The title of the game.,,
press2start,drücke {{ConfirmButton}} um zu starten,press {{ConfirmButton}} to start,,,
options,Optionen,options,,,
continue,Fortfahren,continue,,,
quit,Beenden,quit,,,
new game,Neues Spiel,new game,,,
SAVE AND QUIT,SPEICHERN UND BEENDEN,SAVE AND QUIT,,,
OPTIONS,OPTIONEN,OPTIONS,,,
CONTINUE,FORTFAHREN,CONTINUE,,,
graphics,Grafik,graphics,,,
achievements,Erfolge,achievements,,,
credits,Mitwirkende,credits,,,
headerIsMissing,Die Kopfzeile fehlt oder ist ungültig.,The header row is missing or invalid.,,,
fileReadError,Beim Lesen der Datei ist ein Fehler aufgetreten.,An error occurred while reading the file.,,,
audio,Audio,audio,,,
controls,Steuerung,controls,,,
languages,Sprache,languages,,,
info,Info,info,,,
cheats,Cheats,cheats,,,
master,Master,master,,,
music,Musik,music,,,
soundEffects,Sound Effekte,sound effects,,,
ambience,Ambiente,ambience,,,
borderlessWindowed,randloses Fenster,borderless windowed,,,
trueFullscreen,richtiges Vollbild,true fullscreen,,,
windowed,Fenster,windowed,,,
pixelSize,Pixelgröße,pixel size,,,
imageQuality,Bildqualität,image quality,,,
shadows,Schatten,shadows,,,
vSync,V-Sync,vsync,,,
edgeOutlines,Randumrisse,edge outlines,If the outlines around distant objects are shown.,,
colorCorrection,Farbkorrektur,color correction,,,
resolution,Auflösung,resolution,,,
enabled,aktiviert,enabled,,,
disabled,deaktiviert,disabled,,,
displayFPS,FPS anzeigen,display fps,,,
jitterFix,Jitter-Fix,jitter fix,,,
targetFPS,FPS begrenzen,target FPS,,,
doubleBuffered,Doppelt gepuffert,double buffered,,,
unlimited,Unendlich,unlimited,,,
screen,Bildschirm,screen,,,
thirdPartyLicenses,Drittanbieterlizenzen,third party licenses,,,
personalMessage,Persönliche Nachricht,personal message,,,
version,Version,version,,,
buildNumber,Buildnummer,build number,,,
speedrunClock,Speedrun-Uhr,speedrun clock,,,
neverMind,egal,never mind,,,
letsDoIt,los geht's,let's do it,,,
personalMessageInfo,"das ist eine PERSÖNLICHE NACHRICHT
nur für DICH!
ja richtig gehört
DICH
hier kommt sie...
...
...
hoffe du hast einen schönen Tag :)","this is a PERSONAL MESSAGE
just for YOU!
that's right
YOU
here it comes...
...
...
hope you have a nice day :)",This is a silly message hidden in the menu options.,,
testInputBox,"ESC (oder <sprite name=""AButton"" tint=1>+START) zum Verlassen","press ESC (or <sprite name=""AButton"" tint=1>+START) to exit",,,
press3times,drücke den Knopf 3 Mal,press the button 3 times,,,
open menu,Menü öffnen,open menu,,,
jumpButton,"Springen <color=#999>(drücken)</color>
Gleiten <color=#999>(halten)</color>
Flügel schlagen <color=#999>(in der Luft+<color=#F82>Feder</color>)</color>
Klettern <color=#999>(halten+Wand anschauen+<color=#F82>Feder</color>)</color>","jump <color=#999>(press)</color>
glide <color=#999>(hold)</color>
flap wings <color=#999>(midair+<color=#F82>feather</color>)</color>
climb <color=#999>(hold+face wall+<color=#F82>feather</color>)</color>",Try and make this as consise as possible to fit on screen.,,
itemButton,"nutze <color=#999>(ausgerüsteten)</color> Gegenstand,
rüstet zuletzt genutzten Gegenstand aus</color>","use item <color=#999>(item equipped)</color>
equip last used item</color>",,,
runButton,Rennen <color=#999>(halten+<color=#F82>Feder</color>+<color=#C55>Schuhe</color>)</color>,run <color=#999>(hold+<color=#F82>feather</color>+<color=#C55>shoes</color>)</color>,,,
interactButton,Interagieren <color=#999>(nahe Interagierbarem)</color>,interact <color=#999>(near interactable)</color>,,,
credits1,"Kreiert von
<color=#C11>Adam Robinson-Yu</color>
<size=8>
</size>mit Musik von
<color=#C11>Mark Sparling</color>","created by
<color=#C11>adam robinson-yu</color>
<size=8>
</size>with music by
<color=#C11>mark sparling</color>",,,
credits2,"Kunst- und Textbeiträge von
<color=#C11>Dawn Blair</color>
<size=8>
</size>zusätzliche Kunst von
<color=#C11>Andrew Wong</color>
<size=8>
</size>Logo Design von
<color=#C11>David Czarnowski</color>
<size=8>
</size>Pixellari Schrift von
<color=#C11>Zacchary Dempsey-Plante</color>","art and writing contributions by
<color=#C11>dawn blair</color>
<size=8>
</size>additional art by
<color=#C11>andrew wong</color>
<size=8>
</size>logo design by
<color=#C11>david czarnowski</color>
<size=8>
</size>pixellari font by
<color=#C11>zacchary dempsey-plante</color>",,,
credits3,"Besonderen Dank an
<color=#C11>John Polson
Humble Hundle
Hand Eye Society
Stugan
Laundry Bear Games</color>
<size=8>
</size>Sound effekte
<color=#C11>freesound.org
chiptone</color>","special thanks
<color=#C11>john polson
humble bundle
hand eye society
stugan
laundry bear games</color>
<size=8>
</size>sound effects
<color=#C11>freesound.org
chiptone</color>",,,
credits4,"Spieletester
<color=#C11>Emma Burkeitt
Philip Buchanan
Tom Mead
Amy Blair
Caleb Simpson
Daphne Ippolito
Anda Wang
Christopher Smith</color>","playtesters
<color=#C11>emma burkeitt
philip buchanan
tom mead
amy blair
caleb simpson
daphne ippolito
anda wang
christopher smith</color>",,,
created by,Erschaffen von,created by,,,
music by,Musik von,music by,,,
art and writing contributions,Kunst- und Textbeiträge,art and writing contributions,,,
special thanks,Besonderen Dank an,special thanks,,,
playtesters,Spieletester,playtesters,,,
pixellari font by,Pixellarischrift von,pixellari font by,,,
made with,Gemacht mit,made with,,,
thanks for playing!,Danke fürs Spielen!,thanks for playing!,,,
additional art,Zusätzliche Kunst,additional art,,,
sound effects,Sound Effekte,sound effects,,,
logo design,Logo Design,logo design,,,
open1,Ein Humble Original,a humble original,,,
open2,"<color=#A9A998>von</color>
Adam Robinson-Yu","<color=#A9A998>by</color>
adam robinson-yu",,,
open3,"<color=#A9A998>mit Musik von</color>
Mark Sparling","<color=#A9A998>with music by</color>
mark sparling",,,
foundItemBefore,Du hast ein(e(n)),You found a,,,
foundItemAfter,gefunden!,,"Optional text after ""You found a""",,
fishCatchBefore,Du hast einen,you caught a,,,
[[F]]fishCatchBefore,Du hast ein,you caught a,,,
fishCatchAfter,gefangen!,,"Optional text after ""You caught a""",,
crustacean,[[F]]Schalentier,crustacean,,,
fish,[[M]]Fisch,fish,,,
Albino,Albino,Albino,,,
Actually,Eigentlicher,Actually,"Used to describe the rare rainbow trout - it's ""Actually"" rainbow colored.",,
[[F]]Actually,Eigentliche,Actually,"Used to describe the rare rainbow trout - it's ""Actually"" rainbow colored.",,
Pink,Rosa,Pink,,,
Golden,Goldenen,Golden,,,
[[F]]Golden,Goldene,Golden,,,
rock bottom,grottenschlecht,rock bottom,The lowest image quality setting,,
meh,meh,meh,The second lowest quality setting.,,
okay,okay,okay,The middle setting.,,
good,gut,good,Second best setting.,,
perfect,perfekt,perfect,Best setting.,,
custom,benutzerdefiniert,custom,,,
openNewWindow,"<sprite name=""Warning"" tint=1> Dies öffnet ein neues Fenster","<sprite name=""Warning"" tint=1> this will open a new window",,,
gamepad,Controller,gamepad,,,
keyboard,Tastatur,keyboard,,,
rebindKeyboard,Tasten neu setzen,rebind keyboard,,,
resetKeyboardBindings,Tasten zurücksetzen,reset keyboard bindings,,,
keyBindingsReset,Tasten wurden zurückgesetzt,key bindings have been reset,,,
advancedController,Erweiterte Controller-Konfiguration,advanced controller configuration,,,
overwriteSaveFile,"<sprite name=""Warning"" tint=1> Dadurch wird die aktuelle Datei überschrieben","<sprite name=""Warning"" tint=1> this will overwrite your current file",,,
continueText,Trotzdem ein neues Spiel beginnen,continue,,,
dontContinue,Warte mal!,hold on!,,,
USE,GEGENSTAND NUTZEN/ZURÜCK ,USE ITEM/BACK,,,
JUMP,SPRINGEN/INTERAGIEREN,JUMP/INTERACT,,,
UP,OBEN,UP,,,
DOWN,UNTEN,DOWN,,,
LEFT,LINKS,LEFT,,,
RIGHT,RECHTS,RIGHT,,,
RUN,RENNEN,RUN,,,
MENU,MENÜ,MENU,,,
pressTheKey,Drücke die <color=red>{0}</color> Taste,press the <color=red>{0}</color> key,,,
youPickedKey,Du hast <color=red>{0}</color> ausgewählt,you picked: <color=red>{0}</color>,,,
noControllersDetected,Keine Controller erkannt!,No controllers detected!,,,
reenable,reaktivieren,re-enable,For re-enabling disabled controllers.,,
unignore,nicht mehr ignorieren,unignored,,,
detectedDevices,Erkannte Geräte,detected devices,,,
ignoredDevices,Ignorierte Geräte,ignored devices,,,
disabledDeviceClasses,Deaktivierte Geräteklassen,disabled device classes,,,
customize,Anpassen,customize,Customize controller layout.,,
testInputs,Controller testen,test inputs,,,
revertCustomizations,Anpassungen zurücksetzen,revert customizations,,,
ignore,ignorieren,ignore,,,
disableDeviceClass,Geräteklasse deaktivieren,disable device class,Disable an entire class of controllers.,,
changesAfterMenu,"Änderungen werden wirksam
nachdem dieses Menü geschlossen wurde.","Changes will take effect
after this menu is closed.",,,
EMPTY,UNBESETZT,EMPTY,When a control is not mapped to any button.,,
axis,Achse,Axis,,,
button,Knopf,Button,,,
start,Start,Start,,,
quickMenu,Schnellmenü,Quick Menu,Used to describe the extra button that opens the menu.,,
run,Rennen,Run,,,
useItemBack,Gegenstand nutzen/Zurück,Use Item/Back,,,
jumpSelect,Springen/Auswählen,Jump/Select,,,
typeButtonAndConfirm,Tippe den Tastennamen ein und drücke ENTER,type the button initials and press ENTER,,,
typeName,Name eintippen,type name,,,
selectIcon,Icon auswählen,select icon,,,
unbind,entfernen,unbind,,,
rename,umbenennen,rename,,,
invert,invertieren,invert,,,
configure,konfigurieren,configure,,,
itemNameHighlight,{0},{0}!,"Probably leave this as it is. This is used in the item prompt, where it says ""You found a [cool item]!"" The item name and the ! are highlighted, so if your translation requires text after the !, you might want to change this to just {0}",,
tinyFish,<color=#FFC0CB>Winziger</color>,<color=#FFC0CB>Tiny</color>,,,
[[F]]tinyFish,<color=#FFC0CB>Winzige</color>,<color=#FFC0CB>Tiny</color>,,,
bigFish,<color=yellow>Großer</color>,<color=yellow>Big</color>,,,
[[F]]bigFish,<color=yellow>Große</color>,<color=yellow>Big</color>,,,
minimum,minimum,minimum,The smallest pixel option.,,
pixelsBig,groß und knackig,big and crunchy,Biggest pixel size.,,
pixelsMedium,medium roh,medium rare,and so on...,,
pixelsSmall,klein und lecker,small and tasty,,,
pixelsTiny,winzig and scharf,tiny and sharp,,,
pixelsMicro,mikroskopisch,microscopic,Smallest pixel size.,,
radio avery,Avery anrufen,radio avery,,,
read,lesen,read,,,
check,prüfen,check,,,
eat,essen,eat,,,
inspect,überprüfen,inspect,,,
seeNotes,Notizen anschauen,see notes,,,
viewRecords,Aufzeichnungen ansehen,view records,,,
hide,verstecken,hide,,,
show,anzeigen,show,,,
keepNotBait,verwende weiterhin keine Köder,keep not using bait,,,
startBait,fange an Köder zu verwenden,start using bait,,,
keepBait,verwende weiterhin Köder,keep using bait,,,
stopBait,verwende keine Köder mehr,stop using bait,,,
seeCollection,Sammlung ansehen,see collection,,,
release,frei lassen,release,,,
takeOff,ablegen,take off,,,
wear,tragen,wear,,,
equip,ausrüsten,equip,"Equip an item,",,
drop,fallen lassen,drop,,,
stash,verstauen,stash,Put away an item.,,
blocked,der Weg ist blockiert,the way forward is blocked,Seen when trying to enter a blocked cave. Is meant to be a little mysterious.,,
also,außerdem,also,Replaces {{Transition}} in the above dialogue. This bridges sections of the dynamic Aunt finishing dialogue.',,
ohTransition,OH!,OH!,Another transition.,,
whatElse,was ich ebenfalls getan habe...,what else did i do...,Another transition.,,
saving,speichern,saving,,,
sellForBait,für {0} Köder verkaufen,sell for {0} bait,,,
sellForBaitPlural,für {0} Köder verkaufen,sell for {0} bait,,,
sell,verkaufen,sell,,,
move,Bewegen,move,In the controls menu - description for move button.,,
Left Stick X,Linker Stick X,Left Stick X,,,
Left Stick Y,Linker Stick Y,Left Stick Y,,,
Right Stick X,Rechter Stick X,Right Stick X,,,
Right Stick Y,Rechter Stick Y,Right Stick Y,,,
DPad Up,DPad Oben,DPad Up,,,
DPad Down,Dpad Unten,Dpad Down,,,
DPad Left,Dpad Links,Dpad Left,,,
DPad Right,Dpad Rechts,Dpad Right,,,
french translation,Französische Übersetzung,french translation,,,
spanish translation,Spanische Übersetzung,spanish translation,,,
store requirements,"Windows 7 SP1+ (or later)
Intel or AMD Dual Core at 2 GHz or better
Intel Graphics 4400 or better","Windows 7 SP1+ (or later)
Intel or AMD Dual Core at 2 GHz or better
Intel Graphics 4400 or better","This isn't actually used in-game, just on Store pages.",,
store description,,"Hike, climb, and soar through the peaceful mountainside landscapes of Hawk Peak Provincial Park. Follow the marked trails or explore the backcountry as you make your way to the summit. Along the way, meet other hikers, discover hidden treasures, and take in the world around you.

[h2]Key Features[/h2]
[list][*]Explore the island any way you like. Choose your own path to follow and see where it leads you. You never know what you might stumble into!
[*]Hike at your own pace ��� there���s no need to rush to the summit! Take your time fishing along the river banks or swimming by the lakeshore.
[*]Collect hidden treasures to reach new heights. Try taking a dive off the mountain peaks to soar above the forests.
[*]Chat with the other hikers you meet along your route. You might be able to help each other out!
[*]Listen to a lush original soundtrack by Mark Sparling that progresses dynamically as you explore the wilderness.[/list]",,,
store short description,,"Hike, climb, and soar through the peaceful mountainside landscapes of Hawk Peak Provincial Park as you make your way to the summit.",200-300 characters,,
credits5,"Übersetzungen
<color=#C11>Französisch - Benoit Esmein
Spanisch - Lisandro Johnston</color>","translations
<color=#C11>french - benoit esmein
spanish - lisandro johnston</color>",,,
the end,Ende,the end,Shown just before the credits.,,
inverted,(inv),,Used on the controller configuration screen to indicate an inverted axis - should be short,,
wiggleLeftRight,Wackle mit dem Stick nach Links und Rechts so weit es geht,,Used to tell the player how to configure their joystick.,,
wiggleUpDown,Wackle mit dem Stick so weit wie möglich Hoch und Runter,,,,
wiggleBackForth,Wackle mit dem Stick so weit wie möglich Vor und Zurück,,,,
fishTitleOrder,{0} {1} {2},,"Defines the order in which fish titles are constructed.

{0} - Is used for the ""Tiny / Big"" adjective
{1} - used for the rare modifier
{2} - Used for the fish name

In english, this would be something like: Tiny Albino Trout",,
dismountPrompt,drücke {{MenuButton}} um aussteigen,press {{MenuButton}} to dismount,,,
line:3e3c75,OK AUF DIE PLÄTZE FERTIG LOS!!!,okay i forgot one more rule,okay i forgot one more rule,Original,VolleyballGameStart
line:e6c2eb,ok?,ok?,,Player,VolleyballGameStart
line:706732,KEINE BOOTE AUF DEM PLATZ!,NO BOATS ON COURT!,,Original,VolleyballGameStart
line:2344d5,mach dieses Ding hier weg!,get that thing outta here!,,Original,VolleyballGameStart
line:129978,eine Regel habe ich noch vergessen,alright i forgot one more rule,alright i forgot one more rule,Original,VolleyballGameMain
line:11199c,welche denn?,ok?,ok?,Player,VolleyballGameMain
line:c56917,KEINE BOOTE AUF DEM PLATZ!,NO BOATS ON COURT!,NO BOATS ON COURT!,Original,VolleyballGameMain
line:87ce07,mach dieses Ding hier weg!,get that thing outta here!,get that thing outta here!,Original,VolleyballGameMain
line:a07a76,ist ja gut,well,well,Player,FishBuyerStart
line:8fa496,eigentlich wollte ich\ndich etwas anderes fragen,i actually wanted to ask\nyou about something else...,i actually wanted to ask\nyou about something else...,Player,FishBuyerStart
line:d5c01f,{{Transition}},{{Transition}},{{Transition}},Player,AuntDynamic
line:b2a142,ich habe ein Boot von\neiner Rampe gefahren!!,i drove a boat off a ramp!!,i drove a boat off a ramp!!,Player,AuntDynamic
line:eb16f6,du hast WAS?,you WHAT?,you WHAT?,Original,AuntDynamic
line:57cf5f,ich habe ein Boot von\neiner Rampe gefahren!,i drove a boat off a ramp!,i drove a boat off a ramp!,Player,AuntDynamic
line:a2e608,ja aber,yes but,yes but,Original,AuntDynamic
line:4f5037,naja,well,well,Original,AuntDynamic
line:61048d,das klingt nicht gerade sicher,that doesn't sound safe,that doesn't sound safe,Original,AuntDynamic
line:ec0fb9,das war es definitiv nicht,it definitely wasn't!,it definitely wasn't!,Player,AuntDynamic
line:cbf1c5,CLAIRE!!,CLAIRE!!,,Original,UsedVehicleInRace
line:47b664,ist das dein ERNST!?,are you SERIOUS!?,,Original,UsedVehicleInRace
line:aa5358,ein Motorboot in\ndeine Route einbauen...,incorporating a motorboat\ninto your route...,,Original,UsedVehicleInRace
line:8e613b,"nun, DAS ist eine besondere Spieltechnik!",now THAT's a level 2\nplay right there!,,Original,UsedVehicleInRace
line:0aa571,"ha, danke!","ha, thanks!",,Player,UsedVehicleInRace
line:1491a8,"ich war besorgt, dass es eventuell als Schummeln gilt!",i was worried it might\ncount as cheating!,,Player,UsedVehicleInRace
line:a12381,Schummeln!?,cheating!?,,Original,UsedVehicleInRace
line:112b26,daran hätte ich nicht\nmal im Traum gedacht!,i hadn't even\nthought of THAT!,,Original,UsedVehicleInRace
line:ea9ec6,hmm,hmm,,Original,UsedVehicleInRace
line:40d4b1,vielleicht sollte ich\nlieber mal das offizielle\nParkour Handbuch checken...,maybe i'd better check the\nofficial parkour handbook...,,Original,UsedVehicleInRace
line:cc39c9,für alle fälle!,just in case!,,Original,UsedVehicleInRace
line:c8f95a,hmmmmmm,hmmmmmm,,Original,UsedVehicleInRace
line:8fffed,aha!,aha!,,Original,UsedVehicleInRace
line:fab3d5,Abschnitt 6.4...,section 6.4...,,Original,UsedVehicleInRace
line:e08d40,"""Bezüglich der Nutzung\nvon Parkour-Rennen""","""Regarding The Use Of\nVehicles During Parkour Races""",,Original,UsedVehicleInRace
line:4f6498,...,...,,Original,UsedVehicleInRace
line:179581,hmm,hmm,,Original,UsedVehicleInRace
line:da9a01,aw verflixt,aw darn,,Original,UsedVehicleInRace
line:c34403,"""Motorisierter Fahrzeugbetrieb\nist während JEDEM regelkonformen\nParkour-Rennens untersagt...""","""Motorized vehicle operation is\nforbidden during ANY regulation\ncompliant parkour race...""",,Original,UsedVehicleInRace
line:66255b,"""...Ausnahmen für E-Bikes können gelten, siehe Abschnitt 8.3""","""...exceptions for e-bikes can\napply, see section 8.3""",,Original,UsedVehicleInRace
line:387257,nun,well,,Original,UsedVehicleInRace
line:852f84,es hört sich immerhin an\nals wäre es Schummeln!,it sounds like it might\nbe cheating after all!,,Original,UsedVehicleInRace
line:5a580c,sorry!,sorry!,,Original,UsedVehicleInRace
line:69cc47,"schon gut, mein Fehler!","nah, my bad!",,Player,UsedVehicleInRace
line:55d6ed,"wenn es nach mir ginge,\nwürde ich Motorboote erlauben!","if it was up to me,\ni'd allow the motorboat!",,Original,UsedVehicleInRace
line:2b40d2,aber wir müssen den Regeln folgen!,but we gotta follow regulation!,,Original,UsedVehicleInRace
line:34e175,ups!,oops!,,Player,UsedVehicleInRace
line:15deec,ich vergaß,i forgot,,Player,UsedVehicleInRace
line:2ee729,ugh...,ugh...,,Original,KidDeerStart
line:a71e28,uuuUGGHHHHHH...,uuuUGGHHHHHH...,,Original,KidDeerStart
line:e8cad6,uh,um,,Player,KidDeerStart
line:ba0be1,geht es dir gut?,are you ok?,,Player,KidDeerStart
line:906e6c,nein...,no...,,Original,KidDeerStart
line:43ca47,geht es mir nicht!,i'm not!,,Original,KidDeerStart
line:465c91,ICH STERBE!!!,I'M DYING!!!,,Original,KidDeerStart
line:5d9ab3,!?,!?,,Player,KidDeerStart
line:27f266,...VOR LANGEWEILE!!,...OF BOREDOM!!,,Original,KidDeerStart
line:afdb39,oh,oh,,Player,KidDeerStart
line:dc1d7a,*hust hust*,*cough cough*,,Original,KidDeerStart
line:5bd58a,das ist ein\nsehr ernstes Problem,this is a very\nserious problem,,Original,KidDeerStart
line:822153,gibt es...,is there...,,Player,KidDeerStart
line:016e51,irgendwas das\nich tun kann?,anything i can do?,,Player,KidDeerStart
line:267ad6,"alles was ich möchte ist,\neinmal mit dem Motorboot zu fahren",all i wanted to do was ride the boat,,Original,KidDeerStart
line:849465,aber neeeeeein,but noooooo,,Original,KidDeerStart
line:bb943d,"""das darfst du nicht""","""you're not allowed""",,Original,KidDeerStart
line:d7811b,"""du musst warten\nbist du älter bist""","""you have to wait\nuntil you're older""",,Original,KidDeerStart
line:ffa4a8,"nun, rate mal",well guess what,,Original,KidDeerStart
line:db0c4a,ich bin jetzt älter!!,i'm older now!!,,Original,KidDeerStart
line:d21402,das war vor fünf Minuten!,that was five minutes ago!,,DadDeer,KidDeerStart
line:9bb25d,ugh,ugh,,Original,KidDeerStart
line:4039dd,Hashtag schlechtester\nVater aller Zeiten!!,hashtag worst dad ever!!,,Original,KidDeerStart
line:c84c06,jetzt lass' es aber mal gut sein,now hold on there!,,DadDeer,KidDeerStart
line:8c0c33,ich werde dich später mitnehmen,i'll take you out later,,DadDeer,KidDeerStart
line:fadf32,aber später ist eine\nMillionen Jahre weit weg...,but later is a\nmillion years away...,,Original,KidDeerStart
line:b39d62,"oh, der Schmerz...",oh woe is me...,,Original,KidDeerStart
line:46c240,ich werde niemals\nmit dem Boot fahren dürfen,i'll never get to ride the boat,,Original,KidDeerStart
line:ed5e58,*hust hust*,*cough cough*,,Original,KidDeerStart
line:408710,warum nur muss die Welt\nso grausam sein?!,why must the world\nbe so cruel?!,,Original,KidDeerStart
line:388a4e,"hey, Claire",hey claire,,Original,DadDeerStart
line:df649e,wie geht's?,how's it going?,,Original,DadDeerStart
line:dfb032,äm,um,,Player,DadDeerStart
line:8b4495,mir geht es gut,i'm alright,,Player,DadDeerStart
line:e243fc,wie läuft das Geschäft?,how's business?,,Player,DadDeerStart
line:43809e,beschaulich,quiet,,Original,DadDeerStart
line:5809db,zumindest habe ich\nviel Zeit zum Lesen!,at least i'm getting some\ngood reading time in!,,Original,DadDeerStart
line:122de8,ist das Motorboot\nheute gebucht?,is the motorboat booked today?,,Player,DadDeerStart
line:388aed,"nein, bis jetzt nicht","nope, not yet",,Original,DadDeerStart
line:4c35a6,möchtest du eine\nkleine Spritztour machen?,you wanna take it for a spin?,,Original,DadDeerStart
line:b45743,die Miete beträgt 100 Münzen,the rental fee is 100 coins,,Original,DadDeerStart
line:82f28d,ja!!,yes!!,Dialogue choice.,Player,DadDeerStart
line:67ba47,ich will eine Spritztour damit machen!,i DO wanna take it for a spin!,,Player,DadDeerStart
line:fe7c87,klare Sache!,sure thing!,,Original,DadDeerStart
line:277232,nee,nah,Dialogue choice.,Player,DadDeerStart
line:676e79,vielleicht später,maybe later,,Original,DadDeerStart
line:e40407,in Ordnung,alright,,Original,DadDeerStart
line:370405,bis später!,talk to you later!,,Original,DadDeerStart
line:5eb4ae,hallo nochmal,hello again,,Original,DadDeerStart
line:d5c3a6,was gibt's Neues?,what's new?,,Original,DadDeerStart
line:ae3809,kann ich das Boot mieten?,can i rent the boat?,Dialogue choice.,Player,DadDeerStart
line:2b9c2a,natürlich!,of course!,,Original,DadDeerStart
line:59d52b,das macht bloß 100 Münzen\n für den ganzen Tag,it's just 100 coins\nfor the whole day,,Original,DadDeerStart
